Кат. номер;Бренд;Цена.;склад;магаз;Модель
25231-F2000;MOBIS;771.00;1;;ELANTRA 16~
52750-1G001;MOBIS;1704.00;1;;
92401-07510;MOBIS;1967.00;2;;PICANTO (08~)
29134-F2000;MOBIS;490.00;2;;ELANTRA 16~
IJ112034;ILJIN;973.00;1;;
92401-2F311;MOBIS;2403.00;1;;CERATO 4DR (07~)
29136-F2000;MOBIS;518.00;1;;ELANTRA 16~
IJ112006;ILJIN;616.00;1;;AVT/ACT 96-
82652-3L001;MOBIS;47.00;1;;GRANDEUR (09~)
86180-2E000;MOBIS;78.00;1;;TUCS
IJ112036;ILJIN;1166.00;2;;
92401-1F510;MOBIS;2480.00;1;;SPG NEW (08~)
IJ112026;ILJIN;641.00;2;;
86180-3S010;MOBIS;163.00;2;;SONATA YF
92410-2K010;MOBIS;2650.00;1;;SOUL
21910-29001_DS;DS;241.00;2;;AVT 1.6 1.8
86180-1R000;MOBIS;252.00;1;1;SOLARIS
92401-1D012;MOBIS;3235.00;2;;CRN III (10~)
86350-2D220;MOBIS;1083.00;2;;XD (~03)
28220-F2000;MOBIS;1164.00;1;;ELANTRA 16~ 1.6i
92401-1H050;MOBIS;2547.00;4;;CEED 5DR (10~)
86360-2D500;MOBIS;916.00;2;;XD 4DR (03~)
86180-3X000;MOBIS;150.00;1;;ELANTRA (11~)
23040-2E000;MOBIS;1213.00;2;;ELANTRA (11~) 1.8i/TUCS 15~ 2.0i/SPG 15~ 2.0i
52710-29671;MOBIS;1135.00;1;1;AVT 98-/COUPE 99~
87712-2E001;MOBIS;945.00;1;;TUCS (07~)
82652-2S720;MOBIS;108.00;1;2;IX35
92401-1Y310;MOBIS;6616.00;1;;PICANTO (12~) 5DR
52710-22500;MOBIS;1418.00;1;1;ACT -96
86360-17000CA;MOBIS;463.00;1;;MATRIX
52710-34701;MOBIS;1486.00;2;;SNT2,3
52730-38103;MOBIS;1976.00;4;1;EF/MGN/SNT5
86350-3A010;MOBIS;1071.00;1;;TRAJET
52710-22600;MOBIS;1364.00;2;;ACT 96-
86180-A5000;MOBIS;231.00;2;;I30 (12~)
86190-2E000;MOBIS;164.00;1;1;TUCS
92403-1H300;MOBIS;819.00;1;;CEED WGN
86350-2E000;MOBIS;822.00;1;;TUCSON
52710-2D100;MOBIS;1294.00;3;;XD/MATRIX (~05)
86190-17000;MOBIS;99.00;1;;MATRIX
92403-1H350;MOBIS;2128.00;2;;CEED WGN 10~
52750-1G100;MOBIS;2022.00;2;1;GETZ/VRN NEW/RIO 3/i 10
82662-1R000CA;MOBIS;162.00;3;;SOLARIS
86560-2C500;MOBIS;86.00;2;;COUPE  05~
52710-29470;MOBIS;1061.00;2;1;AVT/COUPE ~99
82662-1R050;MOBIS;151.00;1;;SOLARIS
86560-17400;MOBIS;490.00;1;;MATRIX (05~)
86560-2B020;MOBIS;2125.00;6;;STF NEW
52710-2C105;MOBIS;1632.00;2;;COUPE  01~
82662-2Y010;MOBIS;244.00;1;;IX35
52961-1G000;MOBIS;425.00;3;;RIO 3
52730-3K000;MOBIS;1974.00;10;1;NF/MGN III
52960-07450;MOBIS;390.00;3;;PICANTO (08~)
86350-2H000;MOBIS;1523.00;4;;ELANTRA (07~)
52710-2D315;MOBIS;1390.00;7;1;XD (03~)/CERATO
86561-4A600;MOBIS;2128.00;2;;H-1 (03~)
SH54551-3L000;SHIN HWA;84.00;10;4;NF/GRANDEUR
52710-2D225;MOBIS;1487.00;1;;XD (05~)
28113-2G000;MOBIS;192.00;10;10;MGN III/CRN III
92410-3C010;MOBIS;917.00;1;;MGN
86350-39500;MOBIS;1861.00;1;;XG 03~
52730-2H000;MOBIS;1751.00;7;2;ELANTRA (07~)/I30/CEED
92410-3C110;MOBIS;921.00;1;;MGN 2
86351-2L000;MOBIS;250.00;3;;I30
52730-3K200;MOBIS;1794.00;8;;GRANDEUR/CRN III
52730-2G200;MOBIS;2072.00;4;;NF (08~)/MGN III (08~)
92405-2G010;MOBIS;1468.00;2;;MGN III
86361-3J000;MOBIS;2085.00;2;;VERACRUZ
86190-A5100;MOBIS;229.00;1;;I30 (12~)
92405-3W010;MOBIS;1381.00;3;;SPG (SLOV) 10~
86190-A5000;MOBIS;190.00;1;;I30 (12~)
92403-4X200;MOBIS;3320.00;1;;RIO NEW (12~) 5DR
86360-10000;MOBIS;535.00;2;;MATRIX (09~)
92405-2G620;MOBIS;1258.00;1;;MGN III (09~)
52730-3S200;MOBIS;2223.00;2;;SONATA YF/SPG (SLOV) 10~/OPTIMA 11
92403-1M020;MOBIS;894.00;1;;CERATO NEW 09~ 4DR
86560-4H000;MOBIS;2585.00;2;;H-1 NEW (08~)
92301-34020;MOBIS;474.00;1;;SNT2
92403-1M320;MOBIS;1143.00;1;1;CERATO NEW 09~ 2DR
86350-2E001;MOBIS;799.00;2;;TUCSON
PH21443-21010;PYUNGWHA;76.00;1;4;PONY/LNT 1.5 MTA/MATRIX 1.6
92301-22310;MOBIS;606.00;1;;ACT 4,5 DR 97-
86560-4G310;MOBIS;713.00;1;;H-1 (04~06)
52710-3X000;MOBIS;1575.00;2;1;ELANTRA (11~)/VELOSTER/K3
92405-2P100;MOBIS;4270.00;2;;SRT NEW  (09~)
86350-3K010;MOBIS;748.00;1;;NF
52750-0U000;MOBIS;1989.00;4;1;SOLARIS/RIO NEW (12~)
86351-2Y000;MOBIS;1624.00;2;1;IX35
23040-27960;MOBIS;3594.00;1;;STF NEW 2.2TD
58101-38A40_AN;ANAM;292.00;1;1;EF/MGN
86350-3S000;MOBIS;2333.00;3;;SONATA YF
92301-4A510;MOBIS;787.00;1;;H-1 (00~)
86361-3J200;MOBIS;1741.00;2;;VERACRUZ/IX55 (09~)
41100-5H000_SECO;SECO;2490.00;2;;HD65/72
92301-4A010;MOBIS;667.00;2;;H-1 (~00)
92301-43810;MOBIS;765.00;1;;H-100 96~
52710-2D111;MOBIS;1354.00;1;;
CQKH20L;CTR;988.00;4;;STF (03~)
0K65A-11-502;MOBIS;911.00;1;;PRG 2.7/3,0
CQKH20R;CTR;988.00;4;;STF (03~)
0K30E-10-281;MOBIS;34.00;4;;RIO 1.5 DOHC/SHM2  1.6/SPC 1.6
51750-2B010FFF;MOBIS;2065.00;9;;STF NEW 4WD
0K30C-11-502;MOBIS;936.00;2;;RIO/SPC 1.6/SHM2  1.6
IJ113003;ILJIN;1752.00;5;1;
SP1047;SANGSIN;268.00;2;6;GETZ/ACT/LNT/VRN
49500-1R000_KGC;KGC;2242.00;1;;SOLARIS 1.4/1.6i/RIO NEW (12~) 1.4/1.6i
0K011-32-320B;MOBIS;954.00;1;;SPG
CAAK2;CTR;806.00;2;;SPG
33813-4A000;MOBIS;34.00;10;10;SRT 2.5TD (D4CB)
IJ112002;ILJIN;1178.00;2;;ACT -96
SP1111;SANGSIN;368.00;5;1;EF/MGN
IJ112003;ILJIN;749.00;2;;ACT 96-
86623-1G200;MOBIS;376.00;1;;RIO 3 5DR
IJ112016;ILJIN;1398.00;1;;VRN
86661-2K000;MOBIS;186.00;2;;SOUL (~12)
86661-2K500;MOBIS;488.00;2;;SOUL (12~)
SP1157;SANGSIN;538.00;2;2;H-1 (02~)
86351-1R000;MOBIS;413.00;4;;SOLARIS
SP1182;SANGSIN;447.00;4;2;NF/MGN III/TUCS/GRANDEUR
51715-3X001;MOBIS;1332.00;3;;ELANTRA (11~)/VELOSTER
58210-2L300;MOBIS;2476.00;1;;I30
83680-2F011;MOBIS;90.00;2;;CERATO
86350-3X200;MOBIS;1528.00;1;;ELANTRA (11~)
86350-3X100;MOBIS;1311.00;1;;ELANTRA (11~)
86350-2S300;MOBIS;1515.00;1;;IX35 
52710-22400_X-2;X-2;639.00;2;;ACT -96
92301-22000;MOBIS;499.00;1;;
82652-2K510;MOBIS;103.00;1;;SOUL (12~)
25460-3J000;MOBIS;1772.00;1;;VERACRUZ 3.8i
82652-A7020;MOBIS;164.00;2;;K3
25460-2E000;MOBIS;2343.00;1;;TUCS 2.0i
82670-2F011;MOBIS;51.00;1;1;CERATO
82652-3W010;MOBIS;155.00;1;;SPG (SLOV) 10~
86350-1J500;MOBIS;1297.00;1;;i20NEW (12~)
87620-1Y880AS;MOBIS;1889.00;1;;PICANTO (12~) 5DR
82652-2K50000;MOBIS;83.00;2;;SOUL (12~)
87620-A7000AAS;MOBIS;2165.00;1;;K3
86350-3X700;MOBIS;2073.00;1;;ELANTRA (14~)
97113-2E060;MOBIS;2225.00;1;;TUCS/NF
82652-1M050;MOBIS;101.00;1;;CERATO NEW 09~
87626-1M000UD;MOBIS;325.00;1;;CERATO NEW 11~
CLKK37L;CTR;180.00;3;1;SOUL
86350-3L350;MOBIS;2005.00;1;;GRANDEUR (08~)
23410-38190;MOBIS;777.00;4;;EF 2.0/MGN 2.0/STF 2,0i
CLKK37R;CTR;180.00;1;1;SOUL
23410-22613;MOBIS;382.00;8;;VRN 1.5 SOHC
82662-1F010;MOBIS;68.00;1;;SPG NEW
55330-2P300;MOBIS;1128.00;1;;SRT NEW(09~) 4WD 2.4/3.5i
97155-5H201;MOBIS;1484.00;2;;HD65/72
87741-2J000WF;MOBIS;1088.00;2;;MOHAVE
32008XJ;ILJIN;192.00;8;;CLR/SE/SHM/SPG
82662-2K510;MOBIS;138.00;1;;SOUL (12~)
97113-2Y000;MOBIS;1426.00;1;;IX35
81750-D7000TRY;MOBIS;3080.00;1;;
87712-2J010WF;MOBIS;1624.00;1;;MOHAVE
86561-2J010;MOBIS;920.00;1;;MOHAVE
79120-1Y000;MOBIS;200.00;2;;PICANTO (12~)
82680-2F011;MOBIS;80.00;2;;CERATO
97155-5H001;MOBIS;1715.00;1;1;HD65/72
79120-2P500;MOBIS;450.00;1;;SRT NEW  (13~)
82662-2K520;MOBIS;198.00;1;;SOUL (12~)
25310-26480;MOBIS;4112.00;1;;STF 2.0 TD (03~)
54651-2T230;MOBIS;2040.00;1;1;SONATA YF
82662-2K50000;MOBIS;111.00;2;;SOUL (12~)
97701-1C150;MOBIS;10732.00;1;;GETZ (~05) 1.3
HC97113-3K000;HALLA(HANON);914.00;1;;TUCS
71401-3WB10;MOBIS;8649.00;1;;SPG (SLOV) 10~
23351-4A600;MOBIS;653.00;10;;SRT 2.5TD (D4CB)/H-1 (D4CB)(02~)
HC97112-1C000;HALLA(HANON);982.00;2;;VRN/GETZ
25412-2F000;MOBIS;178.00;1;1;CERATO 1.6i
25415-1D100;MOBIS;391.00;1;;CRN III 2.0i
97701-17511;MOBIS;14852.00;1;;MATRIX (05~) 1.6i
HC97109-3D000;HALLA(HANON);1012.00;1;;SNT5
58130-3E300;MOBIS;3310.00;1;;SRT
HC97113-2H000;HALLA(HANON);959.00;2;;ELANTRA (07~)
83411-07000;MOBIS;936.00;1;;PICANTO
83410-4D010;MOBIS;877.00;1;;CNV(07~)
23356-32050_DON;DONGIL;93.00;1;1;SNT SOHC
83410-2J010;MOBIS;1417.00;3;;MOHAVE
VKD38313;VALEO;1050.00;2;1;NF 2.0/2.4i (08~)
25412-1M000;MOBIS;140.00;2;;CRT NEW 09~ 1.6
83411-3W000;MOBIS;714.00;4;1;SPG (SLOV) 10~
83411-2T000;MOBIS;1003.00;4;;OPTIMA 11
83411-2T010;MOBIS;1503.00;2;;OPTIMA 11
55330-2S150;MOBIS;449.00;5;;IX 35 (11~)
97312-1M200;MOBIS;245.00;4;;CERATO NEW 09~ 1.6
32205HL;KBC;236.00;1;1;
55330-2H000_GY;GEUN YOUNG;213.00;7;2;ELNT (07~)
55310-1F000;MOBIS;358.00;8;3;TUCS/SPG NEW
21840-22300_DS;DS;265.00;2;;ACT 96-
97312-1G000;MOBIS;253.00;3;;RIO 3 1.4/1.6
97311-1G000;MOBIS;301.00;2;;RIO 3 1.4/1.6
57545-4A010;MOBIS;177.00;2;;H-1
55320-1F000;MOBIS;355.00;10;2;TUCS/SPG NEW
25310-3X101;MOBIS;3001.00;2;;ELANTRA (11~)
25310-3X151;MOBIS;2012.00;1;;ELANTRA (11~)
25310-2V050;MOBIS;3893.00;1;;VELOSTER
69510-1H000;MOBIS;406.00;1;;CEED 5DR
54661-3E000;MOBIS;42.00;2;5;SRT
69510-1F000;MOBIS;306.00;1;;SPG NEW
69510-1H300;MOBIS;555.00;1;;CEED 3DR
54625-07000;MOBIS;50.00;10;;PICANTO/i 10
EX55311-2S011;MANDO;834.00;2;;IX 35 (2WD)
69511-3E000;MOBIS;179.00;1;;SRT
54610-34010;MOBIS;534.00;2;;SNT2,3
25310-2R650;MOBIS;5846.00;1;;I30 (CREZH)
25310-3X600;MOBIS;5780.00;1;;ELANTRA (14~)
54625-1D000;MOBIS;38.00;10;;CRN III
52710-3K050;MOBIS;1959.00;1;1;NF/GRANDEUR
69510-1D000;MOBIS;450.00;1;;CRN III
52750-2E000;MOBIS;1378.00;1;;TUCS (2WD)/SPG NEW (2WD)
0K3Y0-11-SDX_AZ;AZTEC;470.00;1;;RIO 1.3 SOHC
54610-2E200;MOBIS;556.00;10;;TUCS/SPG NEW
69510-2T000;MOBIS;502.00;1;;OPTIMA 11
52710-2B000;MOBIS;2247.00;1;;STF NEW
23410-23AA0;MOBIS;649.00;8;;TUCS 2.0i (08~)
54625-1Y000;MOBIS;72.00;2;;PICANTO (12~)
52710-38801;MOBIS;2583.00;1;;EF (03~)/MGN (03~)
52710-2H000;MOBIS;1604.00;1;1;ELANTRA (07~)/I30
52710-2P000;MOBIS;3071.00;1;;CM 10/SRT NEW  (09~)
52710-2S000;MOBIS;1935.00;1;;IX 35 (2WD)
69510-A2000;MOBIS;755.00;3;;CEED (12~)
55513-2F000;MOBIS;51.00;10;10;CERATO
52710-2S100;MOBIS;4011.00;1;;IX 35 (4WD)
52710-3R020;MOBIS;2398.00;1;;SONATA YF
0K740-11-500A;MOBIS;2337.00;1;;BST 2.2
51712-A6000;MOBIS;1556.00;10;4;I30 (12~)
52710-3S111;MOBIS;2055.00;2;;SONATA YF/OPTIMA 11
86525-1F000;MOBIS;222.00;1;;SPG NEW
CEKK32R;CTR;301.00;5;2;MGN III/CRN III
86525-07000;MOBIS;258.00;2;;PICANTO
51712-1J500;MOBIS;1542.00;2;;i20NEW (12~) 1.2i
0K65A-11-500F;MOBIS;2237.00;1;;PRG 2.7
55513-1H000;MOBIS;60.00;10;10;CEED 1.4/1.6
0K75A-11-500A;MOBIS;2623.00;1;;PRG 3.0
86580-1J000;MOBIS;214.00;1;;i 20
54650-26300;MOBIS;1840.00;5;1;STF
86590-1H000;MOBIS;681.00;1;;CEED
86580-1J500;MOBIS;403.00;4;;i20NEW (12~)
54651-2D100;MOBIS;1424.00;1;1;XD
58510-2S101;MOBIS;2359.00;1;;IX35/SPG
0K203-11-500;MOBIS;1151.00;1;;SE2/SHM
86580-2L000;MOBIS;116.00;1;;I30
86590-2G500;MOBIS;262.00;3;;MGN III (09~)
54650-2C300;MOBIS;1464.00;4;1;COUPE  01~
86590-1M300;MOBIS;256.00;1;;CERATO NEW 09~ 2DR
54651-2E500;MOBIS;2002.00;10;1;TUCS/SPG NEW
0K247-11-500;MOBIS;2655.00;1;;CLR 1.8
86563-4A600;MOBIS;142.00;1;;H-1 (03~)
86590-1M000;MOBIS;581.00;2;;CERATO NEW 09~ 4DR
54650-2B200;MOBIS;2029.00;10;;STF NEW
52760-17130;MOBIS;1073.00;1;;MATRIX
23200-4A103;MOBIS;16331.00;1;1;SRT 2.5TD (D4CB) (06~)
54650-1E200;MOBIS;1311.00;9;;VRN NEW
23200-4A052;MOBIS;14305.00;1;;SRT 2.5TD (D4CB) (03~06)
86630-B8060;MOBIS;4043.00;2;;GRAND SANTA FE (13~)
93410-3E010;MOBIS;377.00;1;1;SRT
86590-1H500;MOBIS;675.00;2;;CEED (10~)
37334-21320_OEM;OEM;98.00;1;;PONY
86590-1H600;MOBIS;664.00;2;;CEED (10~)
52760-2E000;MOBIS;1585.00;1;;TUCS (2WD)/SPG NEW (2WD)
54651-2H000;MOBIS;1615.00;1;;ELANTRA (07~)
52720-3K050;MOBIS;1691.00;1;;NF/GRANDEUR
86530-3S030;MOBIS;8991.00;1;;SONATA (14~)
86530-3V070;MOBIS;3987.00;1;;AZERA 11~
54630-3L100;MOBIS;485.00;10;3;NF (08~)
54651-2L200;MOBIS;1668.00;7;1;I30
52720-2B000;MOBIS;2375.00;1;;STF NEW
92101-3S330;MOBIS;16039.00;1;;SONATA (14~)
43329-37040;MOBIS;404.00;2;2;SNT2,3
54610-4H000;MOBIS;435.00;6;;H-1 NEW (08~)
54650-3J200;MOBIS;2163.00;1;;VERACRUZ (UKR)
52720-38801;MOBIS;2667.00;1;;EF (03~)/MGN (03~)
92101-3V080;MOBIS;25239.00;1;;AZERA 11~
54650-0X100;MOBIS;1418.00;5;;i 10
92101-B8210;MOBIS;25702.00;1;;GRAND SANTA FE (13~)
52720-2H000;MOBIS;1289.00;1;;ELANTRA (07~)/I30
54650-4H150;MOBIS;2029.00;2;;H-1 NEW (08~)
92101-B8100;MOBIS;16475.00;2;;GRAND SANTA FE 
92101-2S610;MOBIS;11843.00;3;;IX35 (14~)
86591-1D000;MOBIS;784.00;2;;CRN III
92101-B8030;MOBIS;9735.00;2;;GRAND SANTA FE (13~)
52720-2S000;MOBIS;2103.00;1;;IX 35 (2WD)
54610-2T000;MOBIS;584.00;10;6;SONATA YF/OPTIMA 11
86560-1M310;MOBIS;1543.00;1;;CERATO NEW 09~ 2DR
54651-2S000;MOBIS;1728.00;7;;IX35
92101-3S260;MOBIS;6233.00;1;;SONATA (14~)
52720-2S100;MOBIS;2721.00;1;;IX 35 (4WD)
53066-39000;MOBIS;669.00;1;1;STF
54610-3X200;MOBIS;540.00;10;3;ELANTRA (11~)/VELOSTER
92102-3S330;MOBIS;13479.00;2;;SONATA (14~)
54610-A5000;MOBIS;450.00;10;2;I30 (12~)/K3/I3
92102-B8210;MOBIS;25702.00;1;;GRAND SANTA FE (13~)
92102-2S610;MOBIS;11421.00;2;;IX35 (14~)
92102-B8030;MOBIS;8541.00;1;;GRAND SANTA FE (13~)
92102-B9000;MOBIS;5414.00;1;;i 10 (14~)
54610-2P500;MOBIS;822.00;2;2;SRT NEW  (13~)
56716-4A000;MOBIS;2916.00;2;;H-1 (STAREX)
0K72A-28-200B;MOBIS;423.00;2;;PRG
54610-2Y500;MOBIS;1045.00;10;;IX35 (14~)
49592-2Y060;MOBIS;4033.00;1;;
51712-3X000_KGC;KGC;877.00;4;2;ELANTRA (11~)
56714-45000;MOBIS;5149.00;2;;HD65/72
0K72A-28-200B_DK;DK;416.00;2;;PRG
26320-3C100_NC;NEOCAR;99.00;10;10;NF 3.3/GRNG 3.3
92201-3S220;MOBIS;6545.00;2;;SONATA (14~)
54813-2F000;MOBIS;53.00;10;10;CERATO
86150-C5000;MOBIS;2170.00;1;;SORENTO 15~
92202-B8110;MOBIS;4444.00;4;;GRAND SANTA FE 
56714-45200;MOBIS;5975.00;1;;HD65/72
92202-3S220;MOBIS;6545.00;4;;SONATA (14~)
0K552-32-125;MOBIS;106.00;3;1;PRG/K2700
97133-0X900_NC;NEOCAR;120.00;10;10;PICANTO (08~)
51715-1J100;MOBIS;1705.00;1;;i 20
97133-1J000;MOBIS;215.00;1;3;i 20
54813-2G001;MOBIS;78.00;10;6;MGN III/CRN III
57740-1G000;MOBIS;68.00;10;6;RIO 3/VRN NEW/ELANTRA (07~)
51715-2S000;MOBIS;1321.00;1;;IX35/SPG (SLOV) 10~
55100-2F101;MOBIS;632.00;1;;CERATO 4DR (07~)
57740-1H000;MOBIS;97.00;10;4;CEED/I30/ELANTRA (07~)
86910-C5000;MOBIS;352.00;1;;SORENTO 15~
92401-B8070;MOBIS;2512.00;3;;GRAND SANTA FE (13~)
92401-3S320;MOBIS;11085.00;1;;SONATA (14~)
86514-C5000;MOBIS;207.00;2;;SORENTO 15~
92403-3V050;MOBIS;3960.00;1;;AZERA 11~
92401-B8170;MOBIS;6277.00;2;;GRAND SANTA FE (13~)
86560-C5010;MOBIS;1263.00;2;;SORENTO 15~
57740-2K010;MOBIS;165.00;2;2;SOUL/VENGA
R1001;VALEO;580.00;2;;EF/MGN
86560-C5020;MOBIS;1206.00;1;;SORENTO 15~
92405-B8070;MOBIS;1653.00;4;;GRAND SANTA FE (13~)
87820-2E020;MOBIS;2279.00;1;;TUCS
92405-B8170;MOBIS;7699.00;3;;GRAND SANTA FE (13~)
92402-B8070;MOBIS;2512.00;3;;GRAND SANTA FE (13~)
0K900-18-400C;MOBIS;3278.00;4;;AVL/SE/CLR 2.0/SPG GSL
86512-C5010;MOBIS;5988.00;3;;SORENTO 15~
92402-3S320;MOBIS;11444.00;2;;SONATA (14~)
92404-3V050;MOBIS;5004.00;1;;AZERA 11~
86520-C5000;MOBIS;1551.00;2;;SORENTO 15~
86350-C5600;MOBIS;8086.00;1;;SORENTO 18~
0K601-18-400;MOBIS;5777.00;1;;PRG 2.7/K2700
R1018;VALEO;621.00;8;;H-1 (05~) 2WD
86511-C5510;MOBIS;6882.00;2;;SORENTO 18~
76003-B2001;MOBIS;8116.00;1;;SOUL (14~)
76004-B2001;MOBIS;10145.00;1;;SOUL (14~)
54640-2G000;MOBIS;116.00;10;;MGN III
86565-C5510;MOBIS;1020.00;1;;SORENTO 18~
86560-2P500;MOBIS;506.00;2;;SRT NEW  (13~)
87820-2B000;MOBIS;2156.00;1;;STF NEW
0K2NA-28-350_DK;DK;485.00;2;;SPC/SHM2
86571-2P500;MOBIS;1598.00;1;;SRT NEW  (13~)
87820-2H000;MOBIS;2233.00;1;;ELANTRA (07~)
0K60A-18-400;MOBIS;6425.00;1;;PRG 2.7/K2700
R1024;VALEO;709.00;2;;XG
52950-3Y000;MOBIS;37.00;10;;CRETA
87820-2L160;MOBIS;1629.00;1;;I30 WGN
86522-1M000;MOBIS;195.00;2;;CERATO NEW 09~ 4DR
87820-2L060;MOBIS;922.00;1;;I30 5DR
R1054;VALEO;710.00;4;;ELANTRA (07~)
BN0K900-18-400C;MANDO;2672.00;1;;AVL/SE/CLR 2.0/SPG GSL
86522-1M600;MOBIS;255.00;1;;CERATO NEW 11~ 4DR
82140-2G000;MOBIS;564.00;1;;MGN III
0R201-18-400B_REB;REBUILT;1903.00;1;;BST 2.2
92202-C5600;MOBIS;5803.00;1;;SORENTO 18~
0K60A-18-400_REB;REBUILT;3625.00;1;;PRG 2.7/K2700
87820-2S000;MOBIS;1676.00;1;;IX35
0K601-18-400_REB;REBUILT;3625.00;1;;PRG 2.7/K2700
86661-C5000;MOBIS;281.00;2;;SORENTO 15~
0K900-18-400C_REB;REBUILT;1536.00;1;;AVL/SE/CLR 2.0/SPG GSL
66321-2C030;MOBIS;2589.00;1;;COUPE  01~
86662-C5000;MOBIS;199.00;1;;SORENTO 15~
86111-2P100;MOBIS;5761.00;2;;SRT NEW  (09~)
86612-C5500;MOBIS;6280.00;1;;SORENTO 18~
36100-2X000_REB;REBUILT;1469.00;2;;RIO/SPC 1.6/SHM2  1.6
66321-17320;MOBIS;1668.00;1;;MATRIX
86677-C5500;MOBIS;103.00;2;;SORENTO 18~
87820-3S110;MOBIS;1349.00;1;;SONATA YF
21020-26962_KFM;KFM;451.00;1;;XD 1.6/CRT 1.6/GETZ  1.6
86678-C5500;MOBIS;53.00;2;;SORENTO 18~
86150-1G050;MOBIS;775.00;1;;RIO 3
21020-38901_AA;AA;406.00;1;;STF 2,0/2.4
92201-C5110;MOBIS;2883.00;1;;SORENTO 15~
66321-26270;MOBIS;2579.00;1;;STF
21020-32982_AA;AA;462.00;2;;SNT/LNT DOHC/H-100 2.4i
92201-C5200;MOBIS;4681.00;1;;SORENTO 15~
58129-4A000_KGC;KGC;433.00;6;;H-1 (2WD)
92202-C5200;MOBIS;4681.00;1;;SORENTO 15~
86525-C5210;MOBIS;802.00;1;;SORENTO 15~
86526-C5210;MOBIS;802.00;1;;SORENTO 15~
86526-C5040;MOBIS;1024.00;1;;SORENTO 15~
58129-4A200_KGC;KGC;619.00;2;;H-1 (05~) 2WD
86525-C5040;MOBIS;1053.00;1;;SORENTO 15~
86511-C5040;MOBIS;6882.00;2;;SORENTO 15~
80002;VALEO PHC;6785.00;1;;H-1 2.5(08~)
54551-3K000;MOBIS;181.00;8;6;NF/GRANDEUR
54650-3K600;MOBIS;1168.00;2;;NF (08~)
86810-C5000;MOBIS;975.00;3;;SORENTO 15~
87820-1R210;MOBIS;2381.00;2;;
87820-2S010;MOBIS;2232.00;1;;IX35
54551-2B000;MOBIS;211.00;3;4;STF NEW/VERACRUZ
83411-1D000;MOBIS;806.00;2;;CRN III
86850-C5000;MOBIS;229.00;2;;SORENTO 15~
86860-C5000;MOBIS;155.00;1;;SORENTO 15~
83411-1H000;MOBIS;1703.00;2;;CEED 5DR
SH54580-3E001;SHIN HWA;122.00;1;;SRT (~04)
SH54580-3E200;SHIN HWA;134.00;3;;SRT (06~)
54551-3L000;MOBIS;332.00;6;2;NF/GRANDEUR
S28113-2F000;MOBIS;106.00;10;5;CERATO
55280-2T100;MOBIS;589.00;1;;OPTIMA 11
41100-28500_SECO;SECO;868.00;1;;MATRIX 1.6
28113-D3300;MOBIS;258.00;10;10;TUCS 15~ 2.0i/SPG 15~ 2.0i
86841-FD000;MOBIS;81.00;1;;RIO 2 4DR
51712-4H500;MOBIS;2175.00;10;;H-1 12~
54584-1J000;MOBIS;181.00;10;;i 20
55101-4D000;MOBIS;1315.00;2;;CNV(07~)
87621-C5020;MOBIS;1004.00;2;;SORENTO 15~
28220-D3000;MOBIS;177.00;1;;TUCS 15~ 2.0i
86150-A2000;MOBIS;2987.00;2;;CEED (12~)
87721-C5200;MOBIS;2134.00;2;;SORENTO 15~
86150-A7000;MOBIS;1992.00;1;;K3
87722-C5200;MOBIS;2029.00;2;;SORENTO 15~
86841-2F000;MOBIS;121.00;10;;CERATO 4DR
54584-4H000;MOBIS;194.00;10;;H-1 NEW (08~)
87731-C5200;MOBIS;2179.00;1;;SORENTO 15~
31112-C9000;MOBIS;374.00;10;7;TUCS 15~ 2.0i
86150-2P500;MOBIS;1685.00;1;;SRT NEW  (13~)
87732-C5200;MOBIS;2127.00;2;;SORENTO 15~
87741-C5000;MOBIS;505.00;2;;SORENTO 15~
87742-C5000;MOBIS;533.00;1;;SORENTO 15~
86841-1G200;MOBIS;109.00;1;;RIO 3 5DR
54584-2T000;MOBIS;276.00;10;3;SONATA YF/OPTIMA 11/IX35 (14~)
86111-2T540;MOBIS;12356.00;3;;OPTIMA (14~)
0K9A4-16-410_SECO;SECO;739.00;2;;CLR 2.0
CAO0010;TCIC;258.00;1;2;VRN NEW/I30 1.4/1.6i/1.6td
64111-3K100;MOBIS;90.00;1;1;NF
54584-A6000;MOBIS;275.00;10;5;I30 (12~)/CEED 
64121-3K100;MOBIS;202.00;1;;NF
86841-2G000;MOBIS;187.00;1;;MGN III
66320-2B270;MOBIS;2287.00;2;;STF NEW
86138-3S000;MOBIS;326.00;2;;SONATA YF
86841-07500;MOBIS;158.00;2;;PICANTO (08~)
SH54584-2E000;SHIN HWA;92.00;6;2;TUCS/SPG NEW
86150-07001;MOBIS;356.00;1;;PICANTO
41710-33040_TCIC;TCIC;334.00;6;1;SNT2,3/LNT DOHC
86841-1D000;MOBIS;165.00;1;1;CRN III
SH54584-38010;SHIN HWA;101.00;4;;XD (~03)/COUPE  (01-03)/EF/XG
66321-2C710;MOBIS;3320.00;2;;COUPE  07~
86139-3K001;MOBIS;312.00;1;;NF
86841-2G500;MOBIS;147.00;1;;MGN III (09~)
54584-1C300_GY;GEUN YOUNG;111.00;4;;GETZ/XD (03~)/MATRIX
66321-2H032;MOBIS;1640.00;5;1;ELANTRA (07~)
22321-4A000;MOBIS;72.00;10;;SRT 2.5TD (D4CB)
